===PREVIEW===
Lowest verified Telhanorte offers for CEP 13380-000 (Nova Odessa/SP).
These quotations must not be auto-selected and exclude unknown freight.
===END_PREVIEW===
===FILE: PRICE_PACK.csv===
id,description,quotation_id,unit_price,quantity,unit,vendor,shipping_cost,total_price,product_url,price_notes,checked_at,selected,currency,brand,model,specifications,package_size,availability,seller_location,quote_valid_until,source_type,source_name,source_page,extraction_confidence,ambiguities
EXP_0048,"Silicone, espuma expansiva, selante PU",TELHANORTE_20260917,83.7,1,kit,Telhanorte,0,83.7,https://www.telhanorte.com.br/silicone-multiuso-acetico-incolor-280ml-soudal-2493268/p,Produto: Kit 3 produtos: Silicone Multiuso Acético Incolor 280ml Soudal + Espuma Expansiva PU 500ml/280g Chemicolor + Selante Adesivo PU Uso Geral Branco 270ml/445g Soudal. Preço exibido: R$ 83.70. Local de referência: CEP 13380-000 — Nova Odessa/SP. Vendedor anunciado: Telhanorte.,2026-09-17,False,BRL,,2493268+2628341+2546728,"{""components"":[{""role"":""silicone"",""product"":""Silicone Multiuso Acetico Incolor 280ml Soudal"",""sku"":""2493268"",""price_brl"":31.9,""url"":""https://www.telhanorte.com.br/silicone-multiuso-acetico-incolor-280ml-soudal-2493268/p""},{""role"":""espuma_expansiva"",""product"":""Espuma Expansiva Pu 500Ml/280G Imp Chemicolor"",""sku"":""2628341"",""price_brl"":17.9,""url"":""https://www.telhanorte.com.br/espuma-expansiva-pu-500ml280g-imp-chemicolor-2628341/p""},{""role"":""selante_pu"",""product"":""Selante Adesivo Pu Uso Geral Branco 270Ml/445G Soudal"",""sku"":""2546728"",""price_brl"":33.9,""url"":""https://www.telhanorte.com.br/selante-adesivo-pu-uso-geral-branco-270ml445g-soudal-2546728/p""}]}",kit 3 produtos (comprados separados),in_stock,CEP 13380-000 Nova Odessa/SP — frete não confirmado,,text,telhanorte-lowest-prices.json,,1,No single catalog SKU kit of all three was used; price is the sum of three separate qty-1 products.; Component URLs: silicone https://www.telhanorte.com.br/silicone-multiuso-acetico-incolor-280ml-soudal-2493268/p ; espuma https://www.telhanorte.com.br/espuma-expansiva-pu-500ml280g-imp-chemicolor-2628341/p ; selante PU https://www.telhanorte.com.br/selante-adesivo-pu-uso-geral-branco-270ml445g-soudal-2546728/p; Preço referenciado para CEP 13380-000 (Nova Odessa/SP); confirmar frete no checkout.; Frete para a obra não confirmado e não incluído.
EXP_0049,Lona para proteção da obra,TELHANORTE_20260917,1.3,1,metro quadrado (m²),Telhanorte,0,1.3,https://www.telhanorte.com.br/lona-4x25-plastica-preto-plasitap-2344416/p,Produto: Lona Plástica Bb 4mx25m Preta Plasitap. Preço exibido: R$ 129.90. Local de referência: CEP 13380-000 — Nova Odessa/SP. Vendedor anunciado: Telhanorte.,2026-09-17,False,BRL,,2344416,"{""brand"":""Plasitap"",""color"":""Preta"",""sheet_m"":""4 x 25"",""area_m2"":100}",folha/rolo 4×25 m (100 m²),in_stock,CEP 13380-000 Nova Odessa/SP — frete não confirmado,,text,telhanorte-lowest-prices.json,,1,Lowest verified normalized per-m² price among available black plastic tarp sheets/rolls.; Preço referenciado para CEP 13380-000 (Nova Odessa/SP); confirmar frete no checkout.; Frete para a obra não confirmado e não incluído.
EXP_0026,Portas internas,TELHANORTE_20260917,365.42,1,unidade,Telhanorte,0,365.42,https://www.telhanorte.com.br/kit-porta-acomad-batente-6cm-branco-direita-215x75-branco-mgm-2556022/p,Produto: Kit Porta Açomad Batente 6cm Branco Direita 215X75 Branco Mgm. Preço exibido: R$ 365.42. Local de referência: CEP 13380-000 — Nova Odessa/SP. Vendedor anunciado: Telhanorte.,2026-09-17,False,BRL,,2556022,"{""brand"":""MGM"",""line"":""Açomad"",""material"":""Madeira"",""composition"":""Semi Oca"",""finish"":""Melamínico liso branco"",""dimensions_cm"":""215 x 75 x 3,5"",""opening"":""Direito"",""includes"":""Fechadura, dobradiça, batente, alizar""}",1 kit porta completa,in_stock,CEP 13380-000 Nova Odessa/SP — frete não confirmado,,text,telhanorte-lowest-prices.json,,1,"Lowest verified qty-1 price among comparable interior wood door kits near standard ~80x210. Width is 75 cm. Complete kit, not leaf-only. Freight for CEP 13380-000 not calculated.; Preço referenciado para CEP 13380-000 (Nova Odessa/SP); confirmar frete no checkout.; Frete para a obra não confirmado e não incluído."
EXP_0027,Porta Balcão (R$2000),TELHANORTE_20260917,1903.41,1,unidade,Telhanorte,0,1903.41,https://www.telhanorte.com.br/porta-balcao-3-folhas-moveis-210x120-vidro-liso-black-fortsul-esquadrisul-2531933/p,Produto: Porta Balcão de Alumínio 3 Folhas Móveis 210x120 cm Vidro Liso Preta Fortsul. Preço exibido: R$ 1903.41. Local de referência: CEP 13380-000 — Nova Odessa/SP. Vendedor anunciado: Telhanorte.,2026-09-17,False,BRL,,2531933,"{""brand"":""Esquadrisul"",""line"":""Fortsul"",""material"":""Alumínio"",""color"":""Preto"",""dimensions_cm"":""210 x 120"",""leaves"":3,""glass"":""Vidro liso"",""type"":""Porta balcão de correr""}",1 porta balcão,in_stock,CEP 13380-000 Nova Odessa/SP — frete não confirmado,,text,telhanorte-lowest-prices.json,,1,Lowest verified qty-1 price among in-stock sliding porta-balcão /p pages. Width 120 cm is narrower than a typical ~200 cm balcony opening; a 210x200 alternative is listed as a higher-priced candidate. Freight for CEP 13380-000 not calculated.; Preço referenciado para CEP 13380-000 (Nova Odessa/SP); confirmar frete no checkout.; Frete para a obra não confirmado e não incluído.
EXP_0029,Janela (quartos e escritório),TELHANORTE_20260917,494.91,1,unidade,Telhanorte,0,494.91,https://www.telhanorte.com.br/janela-de-correr-de-aluminio-4-folhas-100x120cm-branca-ecosul-central-esquadrisul-1621335/p,Produto: Janela de Alumínio de Correr 100x120 Branco Ecosul Esquadrisul. Preço exibido: R$ 494.91. Local de referência: CEP 13380-000 — Nova Odessa/SP. Vendedor anunciado: Telhanorte.,2026-09-17,False,BRL,,1621335,"{""brand"":""Esquadrisul"",""line"":""Ecosul"",""material"":""Alumínio"",""color"":""Branco"",""dimensions_cm"":""100 x 120"",""leaves"":4,""opening"":""Central"",""glass"":""Com vidro"",""grade"":""Não""}",1 janela de correr,in_stock,CEP 13380-000 Nova Odessa/SP — frete não confirmado,,text,telhanorte-lowest-prices.json,,1,Selected as lowest-priced verified 4-leaf aluminum sliding window with glass near bedroom/office use. Height is 100 cm vs a ~120x120 comparable; a exact-size 120x120 option exists but includes integrated blinds and costs much more. Freight for CEP 13380-000 not calculated.; Preço referenciado para CEP 13380-000 (Nova Odessa/SP); confirmar frete no checkout.; Frete para a obra não confirmado e não incluído.
EXP_0030,Vitrô Sala,TELHANORTE_20260917,494.91,1,unidade,Telhanorte,0,494.91,https://www.telhanorte.com.br/janela-de-correr-de-aluminio-4-folhas-100x120cm-branca-ecosul-central-esquadrisul-1621335/p,Produto: Janela de Alumínio de Correr 100x120 Branco Ecosul Esquadrisul. Preço exibido: R$ 494.91. Local de referência: CEP 13380-000 — Nova Odessa/SP. Vendedor anunciado: Telhanorte.,2026-09-17,False,BRL,,1621335,"{""brand"":""Esquadrisul"",""line"":""Ecosul"",""material"":""Alumínio"",""color"":""Branco"",""dimensions_cm"":""100 x 120"",""leaves"":4,""opening"":""Central"",""glass"":""Com vidro"",""grade"":""Não""}",1 janela de correr,in_stock,CEP 13380-000 Nova Odessa/SP — frete não confirmado,,text,telhanorte-lowest-prices.json,,1,Chosen as the lowest verified 4-leaf 100x120 aluminum sliding window with glass (sala vitrô comparable). Cheaper 2-leaf 100x120 options exist as candidates. Freight for CEP 13380-000 not calculated.; Preço referenciado para CEP 13380-000 (Nova Odessa/SP); confirmar frete no checkout.; Frete para a obra não confirmado e não incluído.
EXP_0031,Vitrôs banheiros,TELHANORTE_20260917,145.26,1,unidade,Telhanorte,0,145.26,https://www.telhanorte.com.br/janela-basculante-1-sessao-60x60-vidro-mini-boreal-black-ecosul-2465493/p,Produto: Janela Basculante de Alumínio 60x60 Preta Ecosul Esquadrisul. Preço exibido: R$ 145.26. Local de referência: CEP 13380-000 — Nova Odessa/SP. Vendedor anunciado: Telhanorte.,2026-09-17,False,BRL,,2465493,"{""brand"":""Esquadrisul"",""line"":""Ecosul"",""material"":""Alumínio"",""color"":""Preto"",""dimensions_cm"":""60 x 60"",""type"":""Basculante"",""glass"":""Mini Boreal"",""indicated_use"":""Banheiros""}",1 janela basculante,in_stock,CEP 13380-000 Nova Odessa/SP — frete não confirmado,,text,telhanorte-lowest-prices.json,,1,Lowest verified qty-1 bathroom-comparable with evidenced privacy glass (Mini Boreal). A cheaper clear/unspecified-glass basculante exists at R$139.90 but was not selected as winner. Freight for CEP 13380-000 not calculated.; Preço referenciado para CEP 13380-000 (Nova Odessa/SP); confirmar frete no checkout.; Frete para a obra não confirmado e não incluído.
EXP_0028,Vaso,TELHANORTE_20260917,319.9,1,unidade,Telhanorte,0,319.9,https://www.telhanorte.com.br/vaso-sanitario-com-caixa-acoplada-porto-3-6l-branco-luzarte-k2619130-2619148/p,Produto: Vaso Sanitário com Caixa Acoplada Porto 3/6L Branco Luzarte. Preço exibido: R$ 319.90. Local de referência: CEP 13380-000 — Nova Odessa/SP. Vendedor anunciado: Telhanorte.,2026-09-17,False,BRL,,1000000222,"{""brand"":""Luzarte"",""model"":""Porto"",""color"":""Branco"",""tank_capacity_l"":""3/6"",""components"":""bacia + caixa acoplada com tampa e mecanismo completo"",""product_reference"":""K2619130-2619148""}",1 unidade (kit acoplado),in_stock,CEP 13380-000 Nova Odessa/SP — frete não confirmado,,text,telhanorte-lowest-prices.json,,1,Lowest verified quantity-1 coupled-tank toilet kit among comparable white kits.; Kit includes bowl and 3/6L coupled tank with mechanism; seat/assento is not listed in the package contents.; Freight not calculated for CEP 13380-000; freight_brl left null.; Preço referenciado para CEP 13380-000 (Nova Odessa/SP); confirmar frete no checkout.; Frete para a obra não confirmado e não incluído.
EXP_0036,Torneiras,TELHANORTE_20260917,34.9,1,unidade,Telhanorte,0,34.9,https://www.telhanorte.com.br/torneira-lavatorio-mesa-bica-alta-lagune-branca-viqua-2448815/p,Produto: Torneira Lavatório Mesa Bica Alta Lagune Branca Viqua. Preço exibido: R$ 34.90. Local de referência: CEP 13380-000 — Nova Odessa/SP. Vendedor anunciado: Telhanorte.,2026-09-17,False,BRL,,2448815,"{""brand"":""Viqua"",""line"":""Lagune"",""mount"":""mesa / lavatório"",""spout"":""bica alta"",""finish"":""Branca""}",1 unidade,in_stock,CEP 13380-000 Nova Odessa/SP — frete não confirmado,,text,telhanorte-lowest-prices.json,,1,"Lowest verified quantity-1 bathroom-basin (lavatório mesa) faucet.; Catalog category tree lists kitchen faucets, but the product title/spec is lavatório mesa (basin faucet).; Freight not calculated for CEP 13380-000; freight_brl left null.; Preço referenciado para CEP 13380-000 (Nova Odessa/SP); confirmar frete no checkout.; Frete para a obra não confirmado e não incluído."
EXP_0037,Sifões e ralos,TELHANORTE_20260917,10.9,1,unidade,Telhanorte,0,10.9,https://www.telhanorte.com.br/sifao-sanfonado-663mm-propileno-branco-ssum-astra-1734008/p,Produto: Sifão Sanfonado Universal SSUM Astra. Preço exibido: R$ 10.90. Local de referência: CEP 13380-000 — Nova Odessa/SP. Vendedor anunciado: Telhanorte.,2026-09-17,False,BRL,,1734008,"{""brand"":""Astra"",""model"":""SSUM"",""type"":""sifão sanfonado universal"",""material"":""polipropileno"",""color"":""Branco"",""length_mm"":663}",1 unidade,in_stock,CEP 13380-000 Nova Odessa/SP — frete não confirmado,,text,telhanorte-lowest-prices.json,,1,"Lowest verified quantity-1 representative universal siphon.; Representative siphon only; expense label also includes drains (ralos), which are not covered by this unit price.; Freight not calculated for CEP 13380-000; freight_brl left null.; Preço referenciado para CEP 13380-000 (Nova Odessa/SP); confirmar frete no checkout.; Frete para a obra não confirmado e não incluído."
EXP_0039,Pias e bancadas,TELHANORTE_20260917,230.9,1,conjunto,Telhanorte,0,230.9,https://www.telhanorte.com.br/pia-inox-aco-430-120x52cm-cuba-simples-central-furo-torneira-ps1200-fabrinox-2340593/p,Produto: Pia de Cozinha em Aço Inox 430 120x52cm com Cuba Simples e Furo para Torneira Fabrinox. Preço exibido: R$ 230.90. Local de referência: CEP 13380-000 — Nova Odessa/SP. Vendedor anunciado: Telhanorte.,2026-09-17,False,BRL,,2340593,"{""brand"":""Fabrinox"",""model"":""PS1200"",""material"":""Aço Inox 430"",""length_cm"":120,""width_cm"":52,""bowl"":""cuba simples central 46x30x11cm"",""features"":""fundo concretado; furo para torneira; válvula 3.1/2\""""}",1 unidade (120 x 52 cm),in_stock,CEP 13380-000 Nova Odessa/SP — frete não confirmado,,text,telhanorte-lowest-prices.json,,1,"Selected as the lowest verified kitchen pia/bancada comparable (inox 120 cm), matching prior research product class.; Cerocha Capella bathroom vanity at R$169,90 is cheaper but is furniture (cuba+espelheira), not a countertop sink set.; Freight not calculated for CEP 13380-000; freight_brl left null.; Preço referenciado para CEP 13380-000 (Nova Odessa/SP); confirmar frete no checkout.; Frete para a obra não confirmado e não incluído."
EXP_0044,Caixa de água,TELHANORTE_20260917,499.9,1,unidade,Telhanorte,0,499.9,https://www.telhanorte.com.br/caixa-de-aguagreen-1000-litros-acqualimp-2365006/p,Produto: Caixa d'Água 1000 Litros +Green em Polietileno Acqualimp. Preço exibido: R$ 499.90. Local de referência: CEP 13380-000 — Nova Odessa/SP. Vendedor anunciado: Telhanorte.,2026-09-17,False,BRL,,2365006,"{""brand"":""Acqualimp"",""line"":""+Green"",""material"":""polietileno"",""capacity_l"":1000}",1 unidade (1000 L),in_stock,CEP 13380-000 Nova Odessa/SP — frete não confirmado,,text,telhanorte-lowest-prices.json,,1,"Lowest verified quantity-1 1000 L water tank among available Acqualimp listings.; Optional Pix discount callout appeared on page; recorded the main displayed site/card price R$499,90.; Freight not calculated for CEP 13380-000; freight_brl left null.; Preço referenciado para CEP 13380-000 (Nova Odessa/SP); confirmar frete no checkout.; Frete para a obra não confirmado e não incluído."
EXP_0033,Quadro de distribuição,TELHANORTE_20260917,55.9,1,unidade,Telhanorte,0,55.9,https://www.telhanorte.com.br/quadro-de-embutir-para-16-disjuntores-din-branco-porta-opaca-ouro-box-steck-1399993/p,Produto: Quadro De Embutir Ouro Box 16 Din Porta Opaca Steck. Preço exibido: R$ 55.90. Local de referência: CEP 13380-000 — Nova Odessa/SP. Vendedor anunciado: Telhanorte.,2026-09-17,False,BRL,,1399993,"{""brand"":""Steck"",""mounting"":""Embutir"",""capacity"":""16 disjuntores DIN"",""door"":""Porta opaca"",""line"":""Ouro Box""}",1 unidade,in_stock,CEP 13380-000 Nova Odessa/SP — frete não confirmado,,text,telhanorte-lowest-prices.json,,1,Lowest verified quantity-1 price among comparable 16/18-class distribution boards.; Preço referenciado para CEP 13380-000 (Nova Odessa/SP); confirmar frete no checkout.; Frete para a obra não confirmado e não incluído.
EXP_0034,Conduítes,TELHANORTE_20260917,1.398,1,metro linear (m),Telhanorte,0,1.4,https://www.telhanorte.com.br/corrugado-leve-dn25-34-50m-tramontina-1672614/p,"Produto: Corrugado Leve Dn25 3/4"" 50M Tramontina. Preço exibido: R$ 69.90. Local de referência: CEP 13380-000 — Nova Odessa/SP. Vendedor anunciado: Telhanorte.",2026-09-17,False,BRL,,1672614,"{""brand"":""Tramontina"",""type"":""Eletroduto corrugado leve"",""diameter"":""DN25 / 3/4\"""",""roll_length_m"":50}",rolo 50 m,in_stock,CEP 13380-000 Nova Odessa/SP — frete não confirmado,,text,telhanorte-lowest-prices.json,,1,Lowest verified quantity-1 normalized per-meter price among comparable corrugated conduit rolls.; Preço referenciado para CEP 13380-000 (Nova Odessa/SP); confirmar frete no checkout.; Frete para a obra não confirmado e não incluído.
EXP_0035,Lâmpadas,TELHANORTE_20260917,2.87,1,unidade,Telhanorte,0,2.87,https://www.telhanorte.com.br/lampada-led-9w-branca-e27-biv-bellalux-2603314/p,Produto: Lampada Led 9W Branca E27 Biv Ldv Bellalux. Preço exibido: R$ 2.87. Local de referência: CEP 13380-000 — Nova Odessa/SP. Vendedor anunciado: Telhanorte.,2026-09-17,False,BRL,,2603314,"{""brand"":""Ledvance / Bellalux"",""type"":""LED bulbo"",""power_w"":9,""base"":""E27"",""color"":""Branca"",""voltage"":""Bivolt""}",1 unidade,in_stock,CEP 13380-000 Nova Odessa/SP — frete não confirmado,,text,telhanorte-lowest-prices.json,,1,Lowest verified quantity-1 single LED bulb Pix price among comparable 9W E27 offers.; Preço referenciado para CEP 13380-000 (Nova Odessa/SP); confirmar frete no checkout.; Frete para a obra não confirmado e não incluído.
EXP_0038,Tomadas,TELHANORTE_20260917,6.99,1,unidade,Telhanorte,0,6.99,https://www.telhanorte.com.br/conjunto-4x2-1-tomada-10a-branco-ritz-dicompel-2536811/p,Produto: Conjunto 4X2 1 Tomada 10A Branco Rivez Dicompel. Preço exibido: R$ 6.99. Local de referência: CEP 13380-000 — Nova Odessa/SP. Vendedor anunciado: Telhanorte.,2026-09-17,False,BRL,,2536811,"{""brand"":""Dicompel"",""line"":""Rivez / Ritz"",""type"":""Conjunto completo 4x2"",""modules"":""1 tomada 10A"",""color"":""Branco""}",1 unidade,in_stock,CEP 13380-000 Nova Odessa/SP — frete não confirmado,,text,telhanorte-lowest-prices.json,,1,Lowest verified quantity-1 complete 4x2 single-outlet set among comparable listings including the Schneider Miluz seed.; Preço referenciado para CEP 13380-000 (Nova Odessa/SP); confirmar frete no checkout.; Frete para a obra não confirmado e não incluído.
